상호명,분류,위도,경도
의료법인 은성의료재단 좋은삼선병원,종합병원,35.150416,129.0082463
의료법인 은성의료재단 좋은삼정병원,종합병원,35.5528955,129.2688242
의료법인 은혜와감사의료재단 화성중앙종합병원,종합병원,37.1312957,126.9108361
의료법인 인당의료재단 부민병원,종합병원,35.2119276,129.0112115
의료법인 인당의료재단 해운대부민병원,종합병원,35.1614208,129.1556545
의료법인 인천사랑병원,종합병원,37.462204,126.6807094
의료법인 인화재단 한국병원,종합병원,36.619507,127.496538
의료법인 일심의료재단 포천우리병원,종합병원,37.827471,127.1481863
의료법인 자산의료재단 제천서울병원,종합병원,37.138611,128.2062355
의료법인 정산의료재단 효성병원,종합병원,36.6244786,127.4953372
의료법인 정안의료재단 중앙병원,종합병원,35.5322423,129.3046446
의료법인 중앙의료재단 중앙병원,종합병원,33.4923256,126.470529
의료법인 청구성심병원,종합병원,37.6208615,126.9197006
의료법인 토마스의료재단 윌스기념병원,종합병원,37.2653229,127.0255443
의료법인 플러스의료재단 단원병원,종합병원,37.3002282,126.8134984
의료법인 행도의료재단 해동병원,종합병원,35.0919442,129.043866
의료법인 혜인의료재단 한국병원,종합병원,33.500233,126.517062
의료법인 힐링의료재단 옥천성모병원,종합병원,36.3133286,127.5720099
의료법인갑을의료재단 갑을장유병원,종합병원,35.2086652,128.8056169
의료법인거명의료재단 영광기독병원,종합병원,35.2749379,126.5108768
의료법인구의료재단 구병원,종합병원,35.8506236,128.5414437
의료법인대송의료재단 무안병원,종합병원,34.9916302,126.4893985
의료법인대인의료재단 다니엘종합병원,종합병원,37.5123067,126.7694764
의료법인덕산의료재단김천제일병원,종합병원,36.1354003,128.1187923
의료법인동신의료재단 동신병원,종합병원,37.5813323,126.9364251
의료법인동춘의료재단문경제일병원,종합병원,36.58444,128.1892251
의료법인루가의료재단 나은병원,종합병원,37.4890717,126.6797292
의료법인명지의료재단명지병원,종합병원,37.6419949,126.8312622
의료법인목포구암의료재단 목포중앙병원,종합병원,34.8213916,126.4210249
의료법인백송의료재단 굿모닝병원,종합병원,36.9906277,127.1204114
의료법인삼백의료재단상주성모병원,종합병원,36.4203907,128.1597338
의료법인서울효천의료재단 에이치플러스양지병원,종합병원,37.4841536,126.9325692
의료법인석영의료재단창원제일종합병원,종합병원,35.199085,128.5676
의료법인석천재단고창병원,종합병원,35.4364278,126.6933531
의료법인성광의료재단일산차병원,종합병원,37.6541317,126.7757374
의료법인성화의료재단  대한병원,종합병원,37.6354747,127.0226914
의료법인숭인의료재단 김해복음병원,종합병원,35.2306263,128.8931625
의료법인안동병원,종합병원,36.5467408,128.7010976
의료법인영경의료재단전주병원,종합병원,35.8152645,127.1248245
의료법인영성의료재단 고흥종합병원,종합병원,34.6210654,127.2939625
의료법인영훈의료재단 유성선병원,종합병원,36.3751715,127.3249507
의료법인우리의료재단김포우리병원,종합병원,37.6323325,126.7107331
의료법인은성의료재단좋은선린병원,종합병원,36.048263,129.3670367
의료법인인봉의료재단뉴고려병원,종합병원,37.640959,126.6602138
의료법인자인의료재단(더자인병원),종합병원,37.6229778,126.8357506
의료법인정화의료재단 봉생기념병원,종합병원,35.1310265,129.0501907
의료법인청아의료재단청아병원,종합병원,35.2480349,128.50965
의료법인청언의료재단 순천제일병원,종합병원,34.9549262,127.524175
의료법인칠석의료재단사랑의병원,종합병원,37.3269353,126.8449325
의료법인풍산의료재단동부제일병원,종합병원,37.6007085,127.1090094
의료법인한국의료재단 순천한국병원,종합병원,34.9477666,127.5122885
의료법인한마음의료재단 여수제일병원,종합병원,34.7659726,127.6635449
의료법인한마음의료재단하나병원,종합병원,36.6235046,127.4308626
의료법인한성재단포항세명기독병원,종합병원,36.0177172,129.3622256
의료법인한전의료재단 한일병원,종합병원,37.6461401,127.0291228
의료법인합포의료재단에스엠지연세병원,종합병원,35.1863148,128.5616013
의료법인해민의료재단 세안종합병원,종합병원,34.8168191,126.380233
의료법인행촌의료재단 해남종합병원,종합병원,34.5717972,126.6127915
의료법인현경의료재단 광양서울병원,종합병원,34.9579361,127.6905821
의료법인환명의료재단 조은금강병원,종합병원,35.2623213,128.8615328
의산의료재단 강릉고려병원,종합병원,37.7590068,128.8998047
이화여자대학교의과대학부속목동병원,종합병원,37.536602,126.8862043
이화여자대학교의과대학부속서울병원,종합병원,37.5572629,126.8362668
익산병원,종합병원,35.9616504,126.9665158
인산의료재단 메트로병원,종합병원,37.3786666,126.9352309
인제대학교 상계백병원,종합병원,37.6485408,127.0629909
인제대학교 해운대백병원,종합병원,35.173443,129.182013
인제대학교부산백병원,종합병원,35.1461809,129.0208925
인제대학교일산백병원,종합병원,37.6743138,126.7504331
인천광역시의료원,종합병원,37.4787429,126.66875
인천기독병원,종합병원,37.4712157,126.6321217
인천세종병원,종합병원,37.5324735,126.7368717
인천적십자병원,종합병원,37.4184945,126.6896544
인천힘찬종합병원,종합병원,37.4011109,126.7147129
인하대학교의과대학부속병원,종합병원,37.4586786,126.6340954
재단법인 아산사회복지재단 부속 보령아산병원,종합병원,36.3811282,126.6228522
재단법인 아산사회복지재단 정읍아산병원,종합병원,35.5888321,126.8234125
재단법인베스티안재단베스티안병원,종합병원,36.6364294,127.3216409
재단법인베스티안재단베스티안서울병원,종합병원,37.5651103,127.0280199
재단법인아산사회복지재단 서울아산병원,종합병원,37.5265762,127.107935
재단법인예수병원유지재단예수병원,종합병원,35.8143916,127.1332292
재단법인일신기독교선교회 일신기독병원,종합병원,35.135783,129.0543811
재단법인천주교부산교구유지재단 메리놀병원,종합병원,35.1076838,129.0324148
전남대학교병원,종합병원,35.1418094,126.9215805
전라남도 강진의료원,종합병원,34.6368113,126.7578653
전라남도 순천의료원,종합병원,34.9579097,127.483468
전북대학교병원,종합병원,35.8470974,127.1411626
전북특별자치도 군산의료원,종합병원,35.9549526,126.7117406
전북특별자치도 남원의료원,종합병원,35.4318755,127.4073171
전주고려병원,종합병원,35.8398807,127.1670378
정읍한국병원,종합병원,35.5843414,126.8515587
제일병원,종합병원,35.1794722,128.0902544
제주대학교병원,종합병원,33.4671105,126.5452109
제주특별자치도 서귀포의료원,종합병원,33.2555354,126.5639215
제주한라병원,종합병원,33.4899609,126.4850403
조선대학교병원,종합병원,35.1390538,126.9261468
조은오산병원,종합병원,37.1541965,127.068197
좋은문화병원,종합병원,35.1408881,129.0590919
중앙대학교광명병원,종합병원,37.4245975,126.88591
중앙대학교병원,종합병원,37.5067481,126.9607839
차의과학대학교 강남차병원,종합병원,37.5067005,127.0345427
차의과학대학교부속구미차병원,종합병원,36.1145325,128.3405414
차의과학대학교분당차병원,종합병원,37.4102384,127.1254535
참조은병원,종합병원,37.4109626,127.260254
창원경상국립대학교병원,종합병원,35.1990872,128.7078463
창원파티마병원,종합병원,35.237293,128.645913
창원한마음병원,종합병원,35.2379477,128.6990272
첨단종합병원,종합병원,35.2211088,126.8453041
청주성모병원,종합병원,36.6737973,127.4856545
추병원,종합병원,37.7497898,127.0450722
충남대학교병원,종합병원,36.316908,127.415363
충북대학교병원,종합병원,36.6242237,127.4614843
충청남도 공주의료원,종합병원,36.458987,127.1094762
충청남도 서산의료원,종합병원,36.7755835,126.4652578
충청남도 천안의료원,종합병원,36.7756271,127.1791797
충청남도 홍성의료원,종합병원,36.5992203,126.6743787
충청북도 청주의료원,종합병원,36.6402026,127.4730326
충청북도 충주의료원,종합병원,36.9796506,127.9706116
칠곡경북대학교병원,종합병원,35.9564207,128.5646727
포항성모병원,종합병원,36.0159003,129.3399527
하남성심병원,종합병원,35.1666556,126.8009586
학교법인 가톨릭학원 가톨릭대학교 대전성모병원,종합병원,36.323042,127.4201629
학교법인 건양교육재단 건양대학교병원,종합병원,36.306642,127.342613
학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),종합병원,37.5870165,127.0263537
학교법인 울산공업학원 울산대학교병원,종합병원,35.5200702,129.4289116
학교법인 을지학원 대전을지대학교병원,종합병원,36.3553098,127.3819888
학교법인 을지학원 의정부을지대학교병원,종합병원,37.7518185,127.0506997
학교법인 춘해병원,종합병원,35.1469602,129.0583786
학교법인)동의병원,종합병원,35.1698202,129.076514
학교법인가톨릭학원가톨릭대학교서울성모병원,종합병원,37.5009444,127.0051154
학교법인성균관대학삼성창원병원,종합병원,35.2424957,128.5923771
한국보훈복지의료공단 대구보훈병원,종합병원,35.8028206,128.5519785
한국보훈복지의료공단 부산보훈병원,종합병원,35.1533821,129.006575
한국보훈복지의료공단 중앙보훈병원,종합병원,37.5303393,127.1478691
한국원자력의학원원자력병원,종합병원,37.6288667,127.0824198
한림대학교 강남성심병원,종합병원,37.4937262,126.9086527
한림대학교 한강성심병원,종합병원,37.5231702,126.9096811
한림대학교동탄성심병원,종합병원,37.2165141,127.0799502
한림대학교성심병원,종합병원,37.3917575,126.9620529
한림대학교춘천성심병원,종합병원,37.8840791,127.7399592
한림병원,종합병원,37.5320982,126.7343513
한마음병원,종합병원,33.4962868,126.5462386
한양대학교구리병원,종합병원,37.6012985,127.1324273
한양대학교병원,종합병원,37.5596569,127.0441339
한일병원,종합병원,35.1669944,128.1285557
해남우리종합병원,종합병원,34.584252,126.6465632
해피뷰병원,종합병원,35.1586417,126.906773
현대병원,종합병원,37.7154268,127.179882
현대유비스병원,종합병원,37.4615989,126.6429995
혜민병원,종합병원,37.5354079,127.0836246
홍익병원,종합병원,37.5284838,126.8636551
홍천아산병원,종합병원,37.6908303,127.8948538
화성유일병원,종합병원,37.217785,126.8326549
화순전남대학교병원,종합병원,35.0594333,127.0025
효산의료재단 안양샘병원,종합병원,37.3935234,126.9243939
효산의료재단 지샘병원,종합병원,37.358672,126.9473164
희명병원,종합병원,37.4556869,126.9005836
